,Player,S/C,Pos,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,HOF,GP,G_x,A_x,P_x,G_y,A_y,P_y,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
6760,Adam Pelech,L,D,1994-08-16,Toronto,ON,CAN,CAN,75,210,2012,3,65,20152016,N,526,26,123,149,26,123,149,78,209,0.28,25,138,0,2,1,9,1,2,720,3.6,20:03,--
6761,Olli Maatta,L,D,1994-08-22,Jyväskylä,--,FIN,FIN,74,207,2012,1,22,20132014,N,727,41,145,186,41,145,186,82,174,0.26,36,161,4,21,1,4,0,7,879,4.7,18:27,--
6762,Nikita Tryamkin,L,D,1994-08-30,Yekaterinburg,--,RUS,RUS,79,265,2014,3,66,20152016,N,79,3,8,11,3,8,11,-10,74,0.14,3,11,0,0,0,0,0,0,76,4,16:52,--
6763,Teuvo Teravainen,L,C,1994-09-11,Helsinki,--,FIN,FIN,71,191,2012,1,18,20132014,N,717,165,327,492,165,327,492,94,130,0.69,106,304,52,167,7,21,2,21,"1,516",10.9,16:47,45.7
6764,Mark Jankowski,L,L,1994-09-13,Hamilton,ON,CAN,CAN,76,212,2012,1,21,20162017,N,391,59,56,115,59,56,115,3,110,0.29,46,97,2,4,11,14,0,9,447,13.2,12:22,49.7
6765,Anthony Mantha,L,R,1994-09-16,Longueuil,QC,CAN,CAN,77,234,2013,1,20,20152016,N,507,146,157,303,146,157,303,-13,277,0.6,112,246,33,56,1,1,3,13,"1,143",12.8,16:13,41.2
6766,Luke Johnson,R,C,1994-09-19,Grand Forks,ND,USA,USA,71,174,2013,5,134,20182019,N,32,1,1,2,1,1,2,-16,13,0.06,1,1,0,1,0,0,0,0,31,3.2,10:34,49.3
6767,Michael Kapla,L,D,1994-09-19,Eau Claire,WI,USA,USA,72,200,--,--,--,20162017,N,5,0,0,0,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,4,0,17:26,--
6768,Ryan Hartman,R,R,1994-09-20,Hilton Head Island,SC,USA,USA,72,197,2013,1,30,20142015,N,622,135,158,293,135,158,293,52,614,0.47,121,256,11,31,3,6,2,27,"1,300",10.4,14:35,45.1
6769,Jesper Froden,R,R,1994-09-21,Stockholm,--,SWE,SWE,70,179,--,--,--,20212022,N,21,1,4,5,1,4,5,8,8,0.24,1,5,0,0,0,0,0,0,20,5,10:57,--
6770,Alexander Wennberg,L,C,1994-09-22,Stockholm,--,SWE,SWE,74,190,2013,1,14,20142015,N,761,99,258,357,99,258,357,-38,163,0.47,72,260,24,90,3,7,4,22,927,10.7,17:21,46.3
6771,Seth Jones,R,D,1994-10-03,Arlington,TX,USA,USA,76,213,2013,1,4,20132014,N,828,94,331,425,94,331,425,-126,298,0.51,69,276,24,141,1,8,12,21,"1,833",5.1,23:44,--
6772,Bogdan Yakimov,L,C,1994-10-04,Nizhnekamsk,--,RUS,RUS,77,232,2013,3,83,20142015,N,1,0,0,0,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,1,0,11:19,42.9
6773,Jake Guentzel,L,C,1994-10-06,Omaha,NE,USA,USA,71,178,2013,3,77,20162017,N,565,251,287,538,251,287,538,77,246,0.95,190,400,60,136,1,2,5,33,"1,610",15.6,19:13,47.1
6774,Ryan Pulock,R,D,1994-10-06,Dauphin,MB,CAN,CAN,74,220,2013,1,15,20152016,N,532,51,156,207,51,156,207,61,101,0.39,35,158,16,47,0,2,3,9,"1,067",4.8,21:19,--
6775,Kerby Rychel,L,L,1994-10-07,Torrance,CA,USA,USA,73,213,2013,1,19,20142015,N,43,3,11,14,3,11,14,5,19,0.33,3,14,0,0,0,0,0,0,44,6.8,9:47,37.5
6776,Ilya Mikheyev,L,R,1994-10-10,Omsk,--,RUS,RUS,74,192,--,--,--,20192020,N,315,68,77,145,68,77,145,31,54,0.46,57,130,5,8,6,7,0,11,664,10.2,15:05,27.8
6777,Sean Monahan,L,C,1994-10-12,Brampton,ON,CAN,CAN,74,197,2013,1,6,20132014,N,805,258,321,579,258,321,579,-35,195,0.72,174,395,80,177,4,7,11,54,"1,847",14,17:57,51
6778,Hunter Shinkaruk,L,C,1994-10-13,Calgary,AB,CAN,CAN,70,181,2013,1,24,20152016,N,15,2,2,4,2,2,4,-7,4,0.27,1,2,1,2,0,0,0,0,17,11.8,12:55,0
6779,Nick Sorensen,R,R,1994-10-23,Farevejle,--,DNK,DNK,73,182,2013,2,45,20162017,N,5,0,1,1,0,1,1,-1,2,0.2,0,1,0,0,0,0,0,0,7,0,10:53,100
6780,Rasmus Ristolainen,R,D,1994-10-27,Turku,--,FIN,FIN,76,208,2013,1,8,20132014,N,761,54,244,298,54,244,298,-181,375,0.39,38,175,15,118,1,5,5,8,"1,424",3.8,22:42,50
6781,Kirill Semyonov,L,C,1994-10-27,Omsk,--,RUS,RUS,72,171,--,--,--,20212022,N,3,0,0,0,0,0,0,-2,0,0.0,0,0,0,0,0,0,0,0,1,0,10:02,50
6782,Zachary Sanford,L,L,1994-11-09,Salem,MA,USA,USA,76,206,2013,2,61,20162017,N,334,49,55,104,49,55,104,-8,144,0.31,43,93,5,9,1,2,0,11,418,11.7,13:14,36.4
6783,Jon Lizotte,L,D,1994-11-10,Grand Forks,ND,USA,USA,73,212,--,--,--,20212022,N,1,0,0,0,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,1,0,14:43,--
6784,Sean Walker,R,D,1994-11-13,Keswick,ON,CAN,CAN,71,191,--,--,--,20182019,N,361,28,78,106,28,78,106,-29,172,0.29,25,93,1,10,2,3,0,2,617,4.5,17:19,--
6785,Brett Pesce,R,D,1994-11-15,Tarrytown,NY,USA,USA,75,206,2013,3,66,20152016,N,667,40,165,205,40,165,205,88,238,0.31,35,179,4,19,1,7,3,10,"1,022",3.9,21:05,33.3
6786,Andreas Johnsson,L,L,1994-11-21,Gavle,--,SWE,SWE,70,195,2013,7,202,20172018,N,259,48,68,116,48,68,116,9,94,0.45,39,102,9,14,0,0,0,4,424,11.3,14:11,36.6
6787,Nick DeSimone,R,D,1994-11-21,East Amherst,NY,USA,USA,74,194,--,--,--,20222023,N,42,2,6,8,2,6,8,-1,6,0.19,2,8,0,0,0,0,0,1,38,5.3,13:19,--
6788,Anton Lindholm,L,D,1994-11-29,Skelleftea,--,SWE,SWE,71,191,2014,5,144,20162017,N,66,0,5,5,0,5,5,-4,16,0.08,0,5,0,0,0,0,0,0,30,0,13:11,--
6789,Marko Dano,L,C,1994-11-30,Eisenstadt,--,AUT,SVK,71,201,2013,1,27,20142015,N,141,19,26,45,19,26,45,1,49,0.32,17,42,2,3,0,0,0,3,209,9.1,10:50,37
6790,Gustav Olofsson,L,D,1994-12-01,Boras,--,SWE,SWE,74,199,2013,2,46,20152016,N,63,0,11,11,0,11,11,-4,18,0.17,0,10,0,1,0,0,0,0,38,0,12:38,--
6791,C.J. Smith,L,L,1994-12-01,Des Moines,IA,USA,USA,71,191,--,--,--,20162017,N,15,2,1,3,2,1,3,-2,0,0.2,2,3,0,0,0,0,0,1,20,10,10:30,--
6792,Elias Lindholm,R,C,1994-12-02,Boden,--,SWE,SWE,73,202,2013,1,5,20132014,N,866,226,355,581,226,355,581,10,213,0.67,153,382,68,178,5,21,6,46,"1,872",12.1,18:29,53.5
6793,Tyler Lewington,R,D,1994-12-05,Edmonton,AB,CAN,CAN,74,195,2013,7,204,20182019,N,12,1,2,3,1,2,3,4,40,0.25,1,3,0,0,0,0,0,0,11,9.1,11:49,--
6794,Ryan Lomberg,L,L,1994-12-09,Richmond Hill,ON,CAN,CAN,69,184,--,--,--,20172018,N,300,29,25,54,29,25,54,-2,403,0.18,28,52,1,1,0,1,0,4,376,7.7,10:10,34.4
6795,Danick Martel,L,L,1994-12-12,Drummondville,QC,CAN,CAN,69,184,--,--,--,20172018,N,13,0,2,2,0,2,2,2,8,0.15,0,2,0,0,0,0,0,0,22,0,10:11,50
6796,Emile Poirier,L,L,1994-12-14,Montréal,QC,CAN,CAN,74,196,2013,1,22,20142015,N,8,0,1,1,0,1,1,0,2,0.13,0,1,0,0,0,0,0,0,5,0,9:28,0
6797,William Carrier,L,L,1994-12-20,LaSalle,QC,CAN,CAN,74,220,2013,2,57,20162017,N,452,62,54,116,62,54,116,19,220,0.26,62,116,0,0,0,0,0,11,696,8.9,10:37,45.5
6798,Colby Cave,L,C,1994-12-26,Battleford,SK,CAN,CAN,73,200,--,--,--,20172018,N,67,4,5,9,4,5,9,-8,22,0.13,4,9,0,0,0,0,0,1,65,6.2,11:50,49.2
6799,Will Butcher,L,D,1995-01-06,Sun Prairie,WI,USA,USA,70,195,2013,5,123,20172018,N,275,16,98,114,16,98,114,-37,34,0.41,12,72,4,42,0,0,0,3,330,4.9,17:39,--
6800,Ben Harpur,L,D,1995-01-12,Hamilton,ON,CAN,CAN,80,235,2013,4,108,20152016,N,198,2,19,21,2,19,21,-42,143,0.11,2,20,0,0,0,1,0,0,162,1.2,15:38,--
6801,David Kampf,L,C,1995-01-12,Chomutov,--,CZE,CZE,74,193,--,--,--,20172018,N,512,46,91,137,46,91,137,-16,108,0.27,42,127,0,0,4,10,0,5,589,7.8,14:09,51.5
6802,Maxim Mamin,L,C,1995-01-13,Moscow,--,RUS,RUS,74,206,2016,6,175,20172018,N,73,10,8,18,10,8,18,8,25,0.25,10,18,0,0,0,0,0,1,85,11.8,10:58,0
6803,Carl Dahlstrom,L,D,1995-01-28,Stockholm,--,SWE,SWE,76,231,2013,2,51,20172018,N,67,0,12,12,0,12,12,5,14,0.18,0,11,0,0,0,1,0,0,67,0,17:21,100
6804,Curtis Lazar,R,C,1995-02-02,Salmon Arm,BC,CAN,CAN,72,203,2013,1,17,20142015,N,548,46,77,123,46,77,123,-24,161,0.22,43,114,1,2,2,7,0,4,590,7.8,11:59,48
6805,Sergey Tolchinsky,L,L,1995-02-03,Moscow,--,RUS,RUS,68,170,--,--,--,20152016,N,4,0,2,2,0,2,2,1,0,0.5,0,2,0,0,0,0,0,0,3,0,11:38,0
6806,Darnell Nurse,L,D,1995-02-04,Hamilton,ON,CAN,CAN,76,215,2013,1,7,20142015,N,684,80,207,287,80,207,287,75,585,0.42,71,242,3,35,6,10,6,13,"1,618",4.9,22:39,--
6807,Vinni Lettieri,R,C,1995-02-06,Excelsior,MN,USA,USA,70,184,--,--,--,20172018,N,132,14,15,29,14,15,29,-37,44,0.22,11,21,3,8,0,0,0,1,179,7.8,10:57,48.6
6808,Robert Hagg,L,D,1995-02-08,Uppsala,--,SWE,SWE,74,210,2013,2,41,20162017,N,345,16,47,63,16,47,63,-5,208,0.18,15,62,1,1,0,0,0,1,352,4.6,16:28,--
6809,Andre Burakovsky,L,L,1995-02-09,Klagenfurt,--,AUT,SWE,75,203,2013,1,23,20142015,N,662,147,220,367,147,220,367,30,163,0.55,121,288,26,79,0,0,5,31,"1,109",13.3,14:08,43.7
6810,Max Willman,L,C,1995-02-13,Barnstable,MA,USA,USA,72,184,2014,5,121,20212022,N,68,7,3,10,7,3,10,-15,22,0.15,7,10,0,0,0,0,0,1,91,7.7,10:29,25
6811,John Hayden,R,C,1995-02-14,Chicago,IL,USA,USA,75,223,2013,3,74,20162017,N,254,18,20,38,18,20,38,-29,292,0.15,17,37,0,0,1,1,0,3,258,7,10:03,32.3
6812,Josh Teves,L,D,1995-02-18,Calgary,AB,CAN,CAN,72,170,--,--,--,20182019,N,1,0,0,0,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,0,0,--,13:40,--
6813,Chris Bigras,L,D,1995-02-22,Orillia,ON,CAN,CAN,73,191,2013,2,32,20152016,N,46,1,3,4,1,3,4,-4,18,0.09,1,4,0,0,0,0,0,0,29,3.5,13:31,--
6814,Tyler Bertuzzi,L,L,1995-02-24,Sudbury,ON,CAN,CAN,74,200,2013,2,58,20162017,N,453,130,158,288,130,158,288,-59,287,0.64,96,220,33,66,1,2,2,14,895,14.5,17:03,33.6
6815,Matt Roy,R,D,1995-03-01,Detroit,MI,USA,USA,74,210,2015,7,194,20182019,N,406,26,91,117,26,91,117,77,130,0.29,25,105,0,5,1,7,0,4,669,3.9,19:29,--
6816,Morgan Klimchuk,L,L,1995-03-02,Regina,SK,CAN,CAN,72,185,2013,1,28,20172018,N,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,--,7:25,--
6817,Max Domi,L,C,1995-03-02,Winnipeg,MB,CAN,CAN,70,209,2013,1,12,20152016,N,701,133,301,434,133,301,434,-8,662,0.62,112,349,21,84,0,1,5,15,"1,372",9.7,15:59,48.4
6818,Valeri Nichushkin,L,R,1995-03-04,Chelyabinsk,--,RUS,RUS,76,210,2013,1,10,20132014,N,533,127,164,291,127,164,291,95,82,0.55,85,227,37,55,5,9,3,23,"1,097",11.6,16:06,29
6819,Sam Lafferty,R,C,1995-03-06,Hollidaysburg,PA,USA,USA,74,205,2014,4,113,20192020,N,325,38,49,87,38,49,87,-30,174,0.27,33,81,0,0,5,6,0,6,374,10.2,11:58,47.1
6820,Michael McCarron,R,C,1995-03-07,Grosse Pointe,MI,USA,USA,78,232,2013,1,25,20152016,N,266,25,29,54,25,29,54,-18,366,0.2,24,51,0,1,1,2,0,5,310,8.1,11:21,52.3
6821,Steven Santini,R,D,1995-03-07,Bronxville,NY,USA,USA,75,214,2013,2,42,20152016,N,124,5,18,23,5,18,23,-8,57,0.19,5,22,0,0,0,1,0,0,160,3.1,17:10,0
6822,Tyler Motte,L,C,1995-03-10,St. Clair,MI,USA,USA,70,194,2013,4,121,20162017,N,428,51,43,94,51,43,94,-37,112,0.22,45,88,0,0,6,6,0,6,626,8.2,12:44,43.2
6823,Anton Blidh,L,L,1995-03-14,Molnlycke,--,SWE,SWE,73,196,2013,6,180,20162017,N,85,4,8,12,4,8,12,-14,43,0.14,4,12,0,0,0,0,0,0,83,4.8,9:39,10
6824,Christian Wolanin,L,D,1995-03-17,Quebec City,QC,CAN,CAN,74,190,2015,4,107,20172018,N,86,6,17,23,6,17,23,-2,20,0.27,6,19,0,4,0,0,0,1,91,6.6,15:37,--
6825,Nick Paul,L,L,1995-03-20,Mississauga,ON,CAN,CAN,76,230,2013,4,101,20152016,N,450,88,97,185,88,97,185,-33,172,0.41,68,149,17,28,3,8,1,12,793,11.1,15:29,52.3
6826,Mirco Mueller,L,D,1995-03-21,Winterthur,--,CHE,CHE,75,210,2013,1,18,20142015,N,185,5,23,28,5,23,28,-25,61,0.15,5,25,0,1,0,2,0,0,129,3.9,16:53,--
6827,Nic Petan,L,C,1995-03-22,Delta,BC,CAN,CAN,69,175,2013,2,43,20152016,N,170,7,28,35,7,28,35,-26,46,0.21,7,24,0,11,0,0,0,2,182,3.9,10:26,44.7
6828,Laurent Dauphin,L,C,1995-03-27,Repentigny,QC,CAN,CAN,72,186,2013,2,39,20152016,N,94,8,9,17,8,9,17,-18,53,0.18,7,16,0,0,1,1,0,1,117,6.8,11:45,46.1
6829,Jonathan Drouin,L,L,1995-03-28,Ste-Agathe,QC,CAN,CAN,71,198,2013,1,3,20142015,N,579,100,251,351,100,251,351,-66,215,0.61,75,237,25,114,0,0,3,18,"1,048",9.5,16:32,43.6
6830,Josh Morrissey,L,D,1995-03-28,Calgary,AB,CAN,CAN,72,195,2013,1,13,20152016,N,630,71,280,351,71,280,351,72,321,0.56,53,237,17,112,1,2,3,15,"1,173",6.1,22:39,50
6831,Brandon Baddock,L,L,1995-03-29,Vermilion,AB,CAN,CAN,75,218,2014,6,161,20212022,N,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,--,8:24,--
6832,Daniel Brickley,L,D,1995-03-30,Sandy,UT,USA,USA,75,203,--,--,--,20172018,N,5,0,2,2,0,2,2,-1,0,0.4,0,2,0,0,0,0,0,0,2,0,12:24,--
6833,Trevor Moore,L,L,1995-03-31,Thousand Oaks,CA,USA,USA,71,195,--,--,--,20182019,N,380,82,113,195,82,113,195,22,92,0.51,65,162,6,19,11,14,0,8,849,9.7,15:35,34.6
6834,Kiefer Sherwood,R,L,1995-03-31,Columbus,OH,USA,USA,72,194,--,--,--,20182019,N,233,37,42,79,37,42,79,26,105,0.34,35,75,1,3,1,1,0,7,356,10.4,12:21,48
6835,Bo Horvat,L,C,1995-04-05,London,ON,CAN,CAN,73,215,2013,1,9,20142015,N,777,257,282,539,257,282,539,-59,249,0.69,162,378,81,144,14,17,10,35,"1,905",13.5,18:48,54.2
6836,J.T. Compher,R,L,1995-04-08,Northbrook,IL,USA,USA,72,190,2013,2,35,20162017,N,546,113,149,262,113,149,262,-8,194,0.48,77,191,28,60,8,11,3,17,854,13.2,17:20,47.4
6837,Oliver Bjorkstrand,R,R,1995-04-10,Herning,--,DNK,DNK,72,175,2013,3,89,20152016,N,592,164,205,369,164,205,369,-39,111,0.62,127,284,37,85,0,0,1,17,"1,409",11.6,15:43,33.7
6838,Remi Elie,L,L,1995-04-16,Cornwall,ON,CAN,CAN,73,215,2013,2,40,20162017,N,107,7,15,22,7,15,22,5,28,0.21,7,22,0,0,0,0,0,1,96,7.3,11:11,43.8
6839,Nikita Zadorov,L,D,1995-04-16,Moscow,--,RUS,RUS,78,248,2013,1,16,20132014,N,690,49,108,157,49,108,157,21,792,0.23,47,146,2,9,0,2,1,5,832,5.9,18:13,100
6840,Pavel Buchnevich,L,L,1995-04-17,Cherepovets,--,RUS,RUS,73,196,2013,3,75,20162017,N,563,173,258,431,173,258,431,54,241,0.77,123,303,43,114,7,14,3,18,"1,193",14.5,17:24,32.8
6841,Mason Geertsen,L,L,1995-04-19,Drayton Valley,AB,CAN,CAN,76,231,2013,4,93,20212022,N,25,0,0,0,0,0,0,-6,77,0.0,0,0,0,0,0,0,0,0,12,0,6:57,--
6842,Adam Erne,L,L,1995-04-20,New Haven,CT,USA,USA,73,215,2013,2,33,20162017,N,379,41,50,91,41,50,91,-59,180,0.24,36,82,5,8,0,1,0,7,449,9.1,12:04,53
6843,Madison Bowey,R,D,1995-04-22,Winnipeg,MB,CAN,CAN,73,207,2013,2,53,20172018,N,158,5,35,40,5,35,40,-22,104,0.25,5,39,0,1,0,0,0,1,165,3,15:36,--
6844,Frederik Gauthier,L,C,1995-04-26,Laval,QC,CAN,CAN,77,239,2013,1,21,20152016,N,178,13,18,31,13,18,31,-9,47,0.17,13,30,0,0,0,1,0,0,123,10.6,9:13,52.1
6845,Connor Clifton,R,D,1995-04-28,Matawan,NJ,USA,USA,71,195,2013,5,133,20182019,N,356,14,55,69,14,55,69,51,274,0.19,13,67,0,0,1,2,0,1,376,3.7,16:41,--
6846,Sean Malone,L,C,1995-04-30,Buffalo,NY,USA,USA,72,197,2013,6,159,20162017,N,2,0,1,1,0,1,1,-1,2,0.5,0,1,0,0,0,0,0,0,2,0,11:25,56.3
6847,Nico Sturm,L,C,1995-05-03,Augsburg,--,DEU,DEU,75,209,--,--,--,20182019,N,310,44,45,89,44,45,89,-37,77,0.29,39,84,1,1,4,4,0,4,392,11.2,12:42,56.7
6848,Dillon Heatherington,L,D,1995-05-09,Calgary,AB,CAN,CAN,76,215,2013,2,50,20172018,N,23,0,2,2,0,2,2,3,33,0.09,0,2,0,0,0,0,0,0,16,0,11:05,--
6849,Jordan Gross,R,D,1995-05-09,Maple Grove,MN,USA,USA,70,190,--,--,--,20192020,N,25,3,4,7,3,4,7,-4,8,0.28,2,6,1,1,0,0,0,0,37,8.1,16:35,--
6850,Jake Lucchini,L,C,1995-05-09,Trail,BC,CAN,CAN,72,180,--,--,--,20222023,N,51,3,3,6,3,3,6,-5,23,0.12,2,5,1,1,0,0,0,1,36,8.3,10:03,42.9
6851,Brian Pinho,R,C,1995-05-11,Beverly,MA,USA,USA,74,188,2013,6,174,20202021,N,2,0,0,0,0,0,0,-2,0,0.0,0,0,0,0,0,0,0,0,3,0,7:49,57.1
6852,Rinat Valiev,L,D,1995-05-11,Nizhnekamsk,--,RUS,RUS,75,215,2014,3,68,20152016,N,12,0,0,0,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,9,0,12:11,--
6853,Jimmy Schuldt,L,D,1995-05-11,Minnetonka,MN,USA,USA,73,203,--,--,--,20182019,N,1,0,1,1,0,1,1,-1,0,1.0,0,1,0,0,0,0,0,0,1,0,21:03,--
6854,Valentin Zykov,R,L,1995-05-15,St. Petersburg,--,RUS,RUS,72,220,2013,2,37,20162017,N,55,7,10,17,7,10,17,-2,10,0.31,6,14,1,3,0,0,0,1,69,10.1,11:07,18.2
6855,Jacob de la Rose,L,L,1995-05-20,Arvika,--,SWE,SWE,75,215,2013,2,34,20142015,N,242,13,25,38,13,25,38,-29,84,0.16,11,36,0,0,2,2,0,0,229,5.7,11:43,43.9
6856,Ryan Graves,L,D,1995-05-21,Yarmouth,NS,CAN,CAN,77,222,2013,4,110,20182019,N,405,31,83,114,31,83,114,86,207,0.28,31,110,0,0,0,4,0,3,613,5.1,18:35,--
6857,Brogan Rafferty,R,D,1995-05-28,West Dundee,IL,USA,USA,72,202,--,--,--,20182019,N,3,0,1,1,0,1,1,-2,0,0.33,0,1,0,0,0,0,0,0,4,0,13:33,--
6858,Dylan Sikura,L,R,1995-06-01,Aurora,ON,CAN,CAN,71,170,2014,6,178,20172018,N,58,3,14,17,3,14,17,5,0,0.29,3,17,0,0,0,0,0,0,82,3.7,11:02,0
6859,Victor Ejdsell,L,C,1995-06-06,Karlstad,--,SWE,SWE,77,214,--,--,--,20172018,N,6,0,1,1,0,1,1,-1,0,0.17,0,1,0,0,0,0,0,0,7,0,13:19,33.3
6860,Eric Robinson,L,L,1995-06-14,Bellmawr,NJ,USA,USA,74,211,--,--,--,20172018,N,354,50,63,113,50,63,113,-2,67,0.32,47,108,0,0,3,5,0,9,487,10.3,12:35,31.3
6861,Mason Marchment,L,L,1995-06-18,Uxbridge,ON,CAN,CAN,77,212,--,--,--,20192020,N,273,66,103,169,66,103,169,58,240,0.62,56,145,10,24,0,0,0,10,552,12,14:52,35.8
6862,Andreas Borgman,L,D,1995-06-18,Stockholm,--,SWE,SWE,72,200,--,--,--,20172018,N,55,3,10,13,3,10,13,2,32,0.24,3,13,0,0,0,0,0,0,53,5.7,13:28,--
6863,Justin Bailey,R,R,1995-07-01,Buffalo,NY,USA,USA,76,214,2013,2,52,20152016,N,141,10,13,23,10,13,23,-26,24,0.16,10,22,0,1,0,0,0,1,175,5.7,10:19,28.6
6864,Dominik Kahun,L,C,1995-07-02,Plana,--,CZE,DEU,71,175,--,--,--,20182019,N,186,34,49,83,34,49,83,15,16,0.45,32,78,2,5,0,0,1,6,293,11.6,13:33,44.4
6865,Jason Dickinson,L,C,1995-07-04,Georgetown,ON,CAN,CAN,74,200,2013,1,29,20152016,N,490,68,85,153,68,85,153,-22,166,0.31,65,144,3,4,0,5,3,10,624,10.9,14:45,47
6866,Artturi Lehkonen,L,L,1995-07-04,Piikkio,--,FIN,FIN,71,179,2013,2,55,20162017,N,557,135,134,269,135,134,269,35,168,0.48,103,214,23,45,9,10,2,21,"1,204",11.2,16:22,32.3
6867,Danton Heinen,L,L,1995-07-05,Langley,BC,CAN,CAN,74,195,2014,4,116,20162017,N,533,93,136,229,93,136,229,28,131,0.43,78,192,13,35,2,2,0,14,834,11.2,13:43,35.7
6868,Kyle Burroughs,R,D,1995-07-12,Vancouver,BC,CAN,CAN,72,193,2013,7,196,20202021,N,194,5,16,21,5,16,21,-45,208,0.11,5,20,0,1,0,0,0,1,173,2.9,15:38,0
6869,Samuel Morin,L,L,1995-07-12,Lac-Beauport,QC,CAN,CAN,78,202,2013,1,11,20162017,N,29,1,0,1,1,0,1,-10,45,0.03,1,1,0,0,0,0,0,1,22,4.6,11:18,--
6870,Trevor Murphy,L,D,1995-07-17,Windsor,ON,CAN,CAN,70,180,--,--,--,20172018,N,8,1,2,3,1,2,3,5,0,0.38,1,3,0,0,0,0,0,0,5,20,14:14,--
6871,Victor Olofsson,L,L,1995-07-18,Ornskoldsvik,--,SWE,SWE,71,180,2014,7,181,20182019,N,340,100,100,200,100,100,200,-55,36,0.59,59,132,41,67,0,1,3,19,724,13.8,15:28,20
6872,Tobias Lindberg,L,R,1995-07-22,Stockholm,--,SWE,SWE,75,215,2013,4,102,20152016,N,6,0,2,2,0,2,2,0,4,0.33,0,2,0,0,0,0,0,0,12,0,15:50,0
6873,Grant Hutton,R,D,1995-07-25,Carmel,IN,USA,USA,75,210,--,--,--,20212022,N,31,1,2,3,1,2,3,1,8,0.1,1,3,0,0,0,0,0,0,32,3.1,13:32,--
6874,Hudson Fasching,R,R,1995-07-28,Apple Valley,MN,USA,USA,75,209,2013,4,118,20152016,N,151,15,21,36,15,21,36,-9,26,0.24,15,35,0,1,0,0,0,2,139,10.8,11:21,26.7
6875,Gage Quinney,L,C,1995-07-29,Las Vegas,NV,USA,USA,72,206,--,--,--,20192020,N,3,0,1,1,0,1,1,-1,0,0.33,0,1,0,0,0,0,0,0,2,0,9:43,47.1
6876,Neal Pionk,R,D,1995-07-29,Omaha,NE,USA,USA,72,190,--,--,--,20172018,N,515,40,207,247,40,207,247,7,286,0.48,28,159,12,85,0,3,2,7,967,4.1,21:46,0
6877,Marc Michaelis,L,L,1995-07-31,Mannheim,--,DEU,DEU,71,187,--,--,--,20202021,N,15,0,0,0,0,0,0,-5,2,0.0,0,0,0,0,0,0,0,0,3,0,9:05,60
6878,Peter Cehlarik,L,L,1995-08-02,Zilina,--,SVK,SVK,74,202,2013,3,90,20162017,N,40,5,6,11,5,6,11,4,10,0.28,4,9,1,2,0,0,0,1,41,12.2,13:03,35.7
6879,Shea Theodore,L,D,1995-08-03,Aldergrove,BC,CAN,CAN,74,197,2013,1,26,20152016,N,543,76,273,349,76,273,349,76,165,0.64,60,239,15,107,1,3,8,17,"1,350",5.6,21:20,100
6880,Nick Baptiste,R,R,1995-08-04,Ottawa,ON,CAN,CAN,73,203,2013,3,69,20162017,N,47,7,3,10,7,3,10,-3,20,0.21,7,9,0,1,0,0,0,1,61,11.5,9:45,25
6881,Ian McCoshen,L,D,1995-08-05,Anaheim,CA,USA,USA,75,218,2013,2,31,20162017,N,60,4,3,7,4,3,7,-12,33,0.12,4,7,0,0,0,0,0,1,41,9.8,14:26,--
6882,Sheldon Rempal,R,R,1995-08-07,Calgary,AB,CAN,CAN,71,173,--,--,--,20182019,N,21,2,1,3,2,1,3,-6,4,0.14,1,2,1,1,0,0,0,0,24,8.3,9:11,0
6883,Carter Verhaeghe,L,C,1995-08-14,Toronto,ON,CAN,CAN,74,183,2013,3,82,20192020,N,378,138,145,283,138,145,283,49,197,0.75,117,228,20,54,1,1,3,21,997,13.8,16:17,46.4
6884,Joel L'Esperance,R,R,1995-08-18,Brighton,MI,USA,USA,74,210,--,--,--,20182019,N,33,5,0,5,5,0,5,-6,10,0.15,4,4,1,1,0,0,0,1,34,14.7,10:46,44.6
6885,Dominik Kubalik,L,L,1995-08-21,Plzen,--,CZE,CZE,74,192,2013,7,191,20192020,N,357,93,83,176,93,83,176,-62,93,0.49,71,124,22,52,0,0,2,9,739,12.6,14:14,40.4
6886,Anthony Duclair,L,L,1995-08-26,Pointe-Claire,QC,CAN,CAN,72,200,2013,3,80,20142015,N,581,149,161,310,149,161,310,35,203,0.53,108,237,39,70,2,3,4,17,"1,079",13.8,14:30,34.2
6887,Nathan MacKinnon,R,C,1995-09-01,Halifax,NS,CAN,CAN,72,200,2013,1,1,20132014,N,839,353,620,973,353,620,973,164,375,1.16,255,660,96,309,2,4,14,67,"3,354",10.5,20:28,45.9
